hotel_id,name,location,priority,website_url,needs_description,needs_price,needs_rating,description,price_range,rating,review_summary,nearby_attractions
TZ-DARESS-022,Msimbazi Centre Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-712,Mtanzania Hotel Limited,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-175,Mtauya executive lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-539,Mtika Pub,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-731,Mugade lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-315,Mugango Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-422,Muhimbili Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-663,Mumbai Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-380,Munah Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-643,Munira Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-371,Mwamko Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-645,Mwamnana,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-623,Mwanambulu Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-471,Mwika Hotel and Social Hall,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-141,My Logde,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-479,Mzembe Guest House 2,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-170,Naam suite motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-153,Nakimo Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-653,Namnani Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-484,Napoli Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-749,Napolian In Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-674,Ndaba Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-179,Ndekha Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-252,Ndekio,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-841,Ndelamiv Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-772,Ndesamba Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-263,Ndibulo Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-517,Ndorobo Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-418,Nefaland hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-378,Neighbor guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-048,Nemax Royaol Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-554,New Bondeni Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-237,New Itembe hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-756,New JM Pub and Gest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-112,New Jema Classic Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-795,New Kenna Pub and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-478,New Kivungu Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-647,New Laki Louge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-714,New London Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-305,New Madiba Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-031,New Masseka,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-817,New Mbuni Bar & Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-744,New Mpakani Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-633,New Ngekewa Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-077,New Popex Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-668,New Royal Garden,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-626,New Royal Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-629,New Samaland Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-614,New Shosholoza Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-708,New Silver Stone Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-499,New Silverstone Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-617,New Tembasa Inn Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-822,New Urban Lodge Tandika Kilimahewa,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-819,New W Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-729,New White House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-410,New York guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-486,New Yue Tan Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-262,New Zuma Pub & Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-159,Next Generation Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-507,Next Inn Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-107,Ngalemwa Youth Group,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-545,Ngina Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-054,Ngina Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-109,Nice Time Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-707,Nicos Lorging,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-536,Nikko tower,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-700,Ninety-Six,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-555,Njia Raha Corner,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-648,Northern Breeze,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-440,Northland Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-736,Nsipola Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-105,Nyankuba guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-764,Nyashim Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-372,Ojays Kids Zone,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-221,Okay guesthouse,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-601,Onnela Guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-512,Open Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-260,P & A Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-751,PMB Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-324,PMB Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-825,PT Bar And Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-563,Pacific Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-087,Palace Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-439,Palm Island Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-836,Pandila,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-265,Parafise Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-762,Paris Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-568,Passion ist fathers Dar es Salaam Guesthouse,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-508,Password Classic Hotel Annex,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-167,Pattaya Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-807,Peacock Hotels City Center,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-588,Peals,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-564,Pearl,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-313,Pearl at Oyster Bay,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-365,Pentacost Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-844,Perfect Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-622,Phonexy Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-349,Picol Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-368,Plateau Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-802,Premice Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-251,Procure Consolata,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-137,Promice Gust,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-857,Protea Hotel Courtyard,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-582,Protea Hotel Oysterbay,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-733,Pure View Lorge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-679,Q-Bar Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-125,Queen Pub,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-847,R.A.M Lodge and Bar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-024,Rainbow Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-842,Ramada Resort Dar Es Salaam,Dar Es Salaam,low,https://www.ramadaresortdar.com/,YES,YES,YES,,,,,
TZ-DARESS-789,Raskazone Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-432,Regency Park Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-685,Respect Lodge and Pub,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-703,Rikanga Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-559,Rissing Sun Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-194,River,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-852,River Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-750,Roben Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-033,Rokana Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-615,Rombo Bar & Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-504,Rombo Green View Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-659,Rose'sy Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-182,Royal Giraffe hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-501,Royal Njombe Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-441,Royal Village Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-699,Royal court,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-088,Rufiji Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-565,Rufiji sleeping lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-747,Ruiwa Pub and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-085,Ruvuma Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-084,Ruvuma Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-530,Saadani Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-610,Saba Bar And Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-711,Sabasaba Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-244,Safari Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-241,Safari Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-606,Safi Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-833,Saja Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-652,Sakai,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-218,Samara Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-873,San Diego Bar And Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-780,Sanchez Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-476,Sandton Sun Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-725,Sandwich Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-146,Sangamela Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-080,Saphire Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-791,Sasakai Loudge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-046,Savaco Anex Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-227,Savana,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-215,Savana motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-364,Savanna Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-072,Savoco Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-124,Sawe Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-428,Sea Cliff Village,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-591,SeaShells Millenium Towers,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-199,Seashells Millenium hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-796,Season Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-662,Segret Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-654,Seng'enge Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-557,Senguo Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-753,Serey Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-071,Sewa Bar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-745,Sewa Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-465,Shamol hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-200,Shamool,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-139,Sharon Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-840,Sharp Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-292,Shemshiz Hotel and Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-821,Sheridan Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-379,Shibam hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-661,Shomola,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-414,Shomola guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-412,Shosholazi hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-675,Siara Msoka Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-562,Siek Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-360,Sigro Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-090,Silalisa,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-098,Silver Inn Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-361,Silver Mela,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-390,Singano Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-880,Sisemi Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-005,Sleep Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-165,Sleep Inn Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-669,Small World Guest House and Pub,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-043,Smart Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-806,Sofia Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-888,Sombiro Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-117,Sonesta Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-594,Southern Sun Dar es Salaam,Dar Es Salaam,low,https://www.southernsun.com/southern-sun-dar-es-salaam?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=hotel_southern-sun-dar-es-salaam,YES,YES,YES,,,,,
TZ-DARESS-013,Spar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-089,Spice Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-722,Standard Pub,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-625,Stanford Bridge Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-311,Star City Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-855,Star Light,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-102,Star View Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-132,Stay Inn Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-586,Staywell,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-405,Students hostels,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-808,Sugar Inn Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-752,Suha One Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-096,Summit Excutive Bar and Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-337,"Summit Excutive, Lodge and Bar",Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-865,Sun City Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-704,Sunflower Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-346,Sunshine Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-710,Super Shunga Shunga Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-532,Survey Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-693,Sweet Home Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-120,Sweet Palace Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-010,Swiss Garden Hotel Ltd.,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-788,T.Bar And Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-184,TEC HOTEL,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-009,TEC Kurasini,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-189,TIMELESS EXECUTIVE LODGE,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-253,Taiga Inn & Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-781,Talikula Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-491,Talingula Bar&Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-188,Tallow Bridge Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-581,Tanston Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-220,Tanzania excutive lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-021,Tanzanite Executive Suites,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-126,Target Exacative Lougde,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-786,Target Executive Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-222,Tarimo,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-698,Taveta Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-352,Tayyalla Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-272,Tella Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-411,Tembasi guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-876,Temboni Resort,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-681,The Bay Bed & Breakfast,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-161,The Bedroom Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-063,The Citizen,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-064,The Dreamers Executive Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-257,The Ikoma Park Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-544,The Inns Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-585,The L Boutique Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-602,The Magic Guest House and Restaurant,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-576,The Nest Heaven,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-549,The Nook,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-571,The Pool House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-270,The Slow Leopard,Dar Es Salaam,low,https://www.theslowleopard.com/,YES,YES,YES,,,,,
TZ-DARESS-293,The best one lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-369,The moonlight lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-805,Tiffany Diamond Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-773,Times Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-774,Tina Inn Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-289,Titanic Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-763,Today Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-443,Top Land hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-128,Top Life bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-023,Transit Airport B&B,Dar Es Salaam,low,https://www.transitmotels.com,YES,YES,YES,,,,,
TZ-DARESS-169,Transit motel ukonga,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-682,Triniti,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-172,Triniti airport hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-495,Triple J Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-717,Triple Star Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-832,Triple Z Plus,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-006,Triz Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-086,Tropical Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-285,Trust Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-093,Tunduma Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-800,Tupendane Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-760,Twiga Inn Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-828,Two R. Ways Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-037,Two Ways,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-236,UDSM UBUNGO HOTEL,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-116,UK Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-099,UN Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-143,Ubungo Maji,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-366,Umoja Inn Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-309,Umoja Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-859,University of Dar es Salaam - Mabibo Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-044,Upendo Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-186,Upendo lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-665,Urio Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-677,Usalama,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-823,Utulivu,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-608,V.G House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-239,VILLA PARADISO LODGE,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-423,VIP Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-740,Valley Breeze Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-469,Valley Breeze Guest House Bar Area,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-634,Valley Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-706,Vantela Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-436,Varlek Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-869,Vegas Luxury Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-467,Venus Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-345,Victoria Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
