hotel_id,name,location,priority,website_url,needs_description,needs_price,needs_rating,description,price_range,rating,review_summary,nearby_attractions
TZ-DARESS-578,Goba Barcelona Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-826,Gold Plaza Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-804,Golden Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-427,Golden Tulip Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-713,Good Channel Louge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-401,Goodluck Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-600,Grand Villa hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-686,Great Wall,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-538,Green Apple 'A' Guest & Pub,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-296,Green Corner Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-329,Green Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-475,Green Light Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-651,Green Peace Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-453,Groso Pub & Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-075,Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-830,Guest House and Bar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-363,Guest Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-450,Gugulesi Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-516,H.E. Dr. J.P. Magufuli hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-156,H.S. Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-850,Hall of Residence1,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-683,Hammy's Executive Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-524,Happy Feet Backpackers,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-673,Happy Villa,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-488,Harane Inn Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-081,Harbour View Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-158,Haroub Kigamboni,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-803,Has Ban,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-735,Has Ban Annex Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-377,Hazina Domitory,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-029,Heko Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-007,Heritage Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-211,High cost,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-317,Highton Guest and Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-339,Hill star Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-370,Hill top guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-127,Hiltop,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-002,Holiday Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-026,Holiday Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-020,Holiday Inn Dar Es Salaam City Centre,Dar Es Salaam,low,https://www.ihg.com/holidayinn/hotels/us/en/dar-es-salaam/desas/hoteldetail,YES,YES,YES,,,,,
TZ-DARESS-793,Home Alone Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-834,Hopeland GuestHouse,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-079,Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-356,Hotel Africa Sana,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-813,Hotel Agip,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-025,Hotel Continental,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-575,Hotel Milan by Totara,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-595,Hotel Raha Tower,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-889,Hotel Sapphire,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-599,Hotel Sea Cliff,Dar Es Salaam,low,http://www.hotelseacliff.com/,YES,YES,YES,,,,,
TZ-DARESS-569,Hotel Slipway,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-574,Hotel Totara,Dar Es Salaam,low,https://hotel-totara.business.site/,YES,YES,YES,,,,,
TZ-DARESS-246,Hotel resort,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-885,Hunch Backpackers Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-884,"Hyatt Regency Dar es Salaam, The Kilimanjaro",Dar Es Salaam,low,https://www.hyatt.com/hyatt-regency/en-US/darhr-hyatt-regency-dar-es-salaam-the-kilimanjaro,YES,YES,YES,,,,,
TZ-DARESS-015,ITONGO VILLAGE,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-395,Iceland Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-431,Igwe Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-254,Ikoma Holiday Park,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-667,Ileje Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-318,Imma Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-874,Ingachi holet,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-101,Inland Executive Logde,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-525,Iris Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-607,Isheke Excutive Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-209,Isondoli home hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-160,Itetemia,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-399,Itumbo Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-147,J.J-Lorge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-183,JB LODGE,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-742,JH Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-302,JJ & JE Homestay,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-229,JJ LODGE,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-150,JM Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-321,JM lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-375,JVL Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-232,Jakicha Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-108,Jambu Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-860,Jamirex Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-688,Jasu Gest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-631,Java,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-666,Jawabu Restaurant,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-409,Jego guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-638,Jitegemee Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-853,John's Corner,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-207,Johns corner saloon,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-627,Jojeta Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-168,Joses garden lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-083,Juba Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-660,Julie's Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-448,Jumile Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-348,KAY House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-644,KB Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-503,Kabadamo Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-506,Kagame Inn Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-212,Kagame inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-473,KakaKuona Loudge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-777,Kalega Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-328,Kalembo Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-782,Kamana Lorge and Restaurant,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-276,Kampala university hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-050,Kamwala Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-403,Kanoel hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-419,Kanusha guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-584,Karibu Sana,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-769,Kasulu Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-835,Kauleti Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-259,Kay's Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-531,Kebby Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-269,Keys Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-277,Kibo Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-164,Kibodya Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-306,Kibos Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-385,Kidamai Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-042,Kifaru Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-820,Kifaru Village Lodges,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-190,Kigirigiri lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-546,Kigogo Executive Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-592,Kijaruba-Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-715,Kilimani Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-001,Kilimanjaro KEMPINSKI Hyatt Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-872,Kilimanjaro Mountain Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-073,Kilimanjaro Park,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-320,Kilinja Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-267,Kilungeja Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-278,Kimarolon Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-481,Kimbungu Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-794,Kimondo Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-310,King D Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-445,Kingach Motel Resort,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-210,Kinyah Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-166,Kiota Jungle Homestay,Dar Es Salaam,low,http://www.kiotajungle.com/,YES,YES,YES,,,,,
TZ-DARESS-632,Kipepeo Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-528,Kippa Executiv Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-288,Kiriche Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-754,Kirinja Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-657,Kisale Beach,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-030,Kishogo Village Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-737,Kisoma Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-613,Kiss One Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-656,Kitali Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-076,Kituri Royal Annex,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-766,Kituri Royal Inn Bar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-771,Kituri Royal Inn Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-144,Kiweli Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-078,Kiyosi Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-113,Kizo Kilai Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-213,Kmar BnB guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-550,Komkunde Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-358,Komusha Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-620,Korin Bar and Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-624,Korini Market Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-397,Kwa Jongo Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-605,La Vista Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-719,Lafyale Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-273,Laguna Annex,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-856,Lamada Hotel and Apartiments,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-351,Land Mark Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-060,Lang'ata Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-815,Lansh Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-709,Lantana Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-702,Lapaloma Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-848,Las Vegas Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-204,Legho hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-513,Light Inn Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-133,Liman Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-464,Lion hotel,Dar Es Salaam,low,http://www.lionhotelltd.com/,YES,YES,YES,,,,,
TZ-DARESS-299,Liwiti Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-798,Lodge Emirates,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-738,London Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-442,Longido Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-845,Lorge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-649,Lotus,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-593,Low Cost,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-059,Ludashi Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-493,Ludoga Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-741,Lukolo Company Limited,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-235,"Lukolo annex hall, motel and pub",Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-152,Lumaco Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-510,Lunch Time Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-596,Lundusi Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-739,Lupalilo Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-723,Lyamuya Travellors Lorge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-032,M & J Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-687,M. F. Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-878,MANKA G GUEST HOUSE,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-705,MIAMI BEACH GUEST HOUSE,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-154,MM Hotel Ltd,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-271,MRC Backpackers,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-391,Maamo Hotel and Bar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-036,Mabibo,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-281,Mabibo Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-684,Mabibo Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-541,Machengwe,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-303,Machi Machi Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-219,Machina Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-135,Maderinah Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-224,Madinoe,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-838,Magina,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-178,Mahecha Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-245,Maisha Executive Motel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-238,Majumba 6 super lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-121,Makete Green Leaf Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-720,Makikomba Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-721,Makikumbu Bar and G House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-065,Mako,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-851,Makoa Lodge&Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-818,Mali Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-726,Mambosasa Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-420,Mambuya hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-415,Mambuya small guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-057,Mana Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-827,Manyagwe Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-543,Manyosa Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-757,Mapoloni Inn,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-173,Mara courtyard lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-247,Maredori Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-231,Marioti hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-008,Markham Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-496,Mashika Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-304,Mashujaa Grill & Lounge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-301,Masia Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-106,Masika Pub and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-039,Masseka Gest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-716,Masters hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-136,Mataa Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-775,Matema Annex Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-886,Maua House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-718,Maua Social Hall and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-755,Mavuno lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-359,Mawenzi Annex,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-849,Maziwa Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-217,Mbega Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-355,Mbelikwe Hostel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-261,Mbezi Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-746,Mbilwe Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-205,Mbishi Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-051,Mboko Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-034,Mchangani Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-367,Mchungwani Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-425,Mdenya Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-250,Mdubilo annex guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-350,Mediteranian hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-011,Mediterraneo Hotel & Restaurant,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-266,Meeda Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-587,Mengeni,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-455,Meracolo Hospital,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-785,Meridian Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-882,Mesuma Plus Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-198,Mesuma hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-014,Mexico City Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-628,Mfongo Bar and Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-185,Mgulani hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-728,Miami Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-140,Mic Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-881,Mid Land Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-295,Mikumi Inn Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-145,Mikumi Super Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-461,Mile stone guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-877,Mira Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-797,Mirambo Pub and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-784,Mississipi Guest and Pub,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-389,Miti Mirefu Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-362,Mkamba Geust House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-332,Mkomboni Bar and Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-676,Mkombozi Guest House and Bar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-730,Mkomilo Royal Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-463,Mkomilo hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-765,Mkwano logde,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-483,Mlaka Guest,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-319,Mlemisi Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-264,Mombasa Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-255,Mombe guest house,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-589,Moonlight Village,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-664,Morgan House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-424,Morgan Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-529,Mori Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-047,Morocco Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-879,Mount Kill Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-768,Mount Morial Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-511,Moveck Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-045,Mpenda Lodge,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-552,Mpoki Bar,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-748,Mpoloto Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-131,Mrina Hotel,Dar Es Salaam,low,,YES,YES,YES,,,,,
TZ-DARESS-308,Msareni Guest House,Dar Es Salaam,low,,YES,YES,YES,,,,,
